,destination_facility,disposal,report_quarter,report_year,total_adc,transformation,county_id
207,L and D Landfill,38881.08,4,2008,13222.04,0.0,34
208,Sacramento County Landfill (Kiefer),139871.01,4,2008,14389.95,0.0,34
211,L and D Landfill,24936.42,1,2009,14558.65,0.0,34
212,Sacramento County Landfill (Kiefer),127788.07,1,2009,8220.36,0.0,34
214,L and D Landfill,27701.09,2,2009,15333.02,0.0,34
215,Sacramento County Landfill (Kiefer),137537.99,2,2009,10385.7,0.0,34
217,L and D Landfill,29440.44,3,2009,18365.56,0.0,34
218,Sacramento County Landfill (Kiefer),125595.2,3,2009,7679.59,0.0,34
220,L and D Landfill,32305.66,4,2009,11911.81,0.0,34
221,Sacramento County Landfill (Kiefer),119417.62,4,2009,9010.88,0.0,34
224,L and D Landfill,26144.01,1,2010,11981.54,0.0,34
225,Sacramento County Landfill (Kiefer),110498.63,1,2010,6415.5,0.0,34
227,L and D Landfill,28211.45,2,2010,13918.06,0.0,34
228,Sacramento County Landfill (Kiefer),113439.2,2,2010,11675.05,0.0,34
230,L and D Landfill,27900.58,3,2010,13079.63,0.0,34
231,Sacramento County Landfill (Kiefer),124220.45,3,2010,11072.79,0.0,34
233,L and D Landfill,32275.18,4,2010,12899.05,0.0,34
234,Sacramento County Landfill (Kiefer),122768.39,4,2010,25773.22,0.0,34
237,L and D Landfill,22534.01,1,2011,12894.77,0.0,34
238,Sacramento County Landfill (Kiefer),124977.78,1,2011,13383.89,0.0,34
240,L and D Landfill,25798.79,2,2011,16819.83,0.0,34
241,Sacramento County Landfill (Kiefer),137445.41,2,2011,20804.76,0.0,34
243,L and D Landfill,33979.44,3,2011,23194.53,0.0,34
244,Sacramento County Landfill (Kiefer),131986.58,3,2011,11984.33,0.0,34
246,L and D Landfill,32288.63,4,2011,18538.01,0.0,34
247,Sacramento County Landfill (Kiefer),130451.58,4,2011,13170.69,0.0,34
250,L and D Landfill,21887.64,1,2012,13472.5,0.0,34
251,Sacramento County Landfill (Kiefer),134858.48,1,2012,9738.84,0.0,34
253,L and D Landfill,23700.51,2,2012,18657.11,0.0,34
254,Sacramento County Landfill (Kiefer),157722.85,2,2012,12288.55,0.0,34
256,L and D Landfill,25324.01,3,2012,18294.52,0.0,34
257,Sacramento County Landfill (Kiefer),149923.78,3,2012,6404.74,0.0,34
259,L and D Landfill,25450.71,4,2012,17236.42,0.0,34
260,Sacramento County Landfill (Kiefer),153307.58,4,2012,10651.96,0.0,34
263,L and D Landfill,22891.61,1,2013,14552.53,0.0,34
264,Sacramento County Landfill (Kiefer),147311.13,1,2013,6393.7,0.0,34
266,L and D Landfill,28115.78,2,2013,21553.85,0.0,34
267,Sacramento County Landfill (Kiefer),153445.95,2,2013,8352.88,0.0,34
269,L and D Landfill,32288.51,3,2013,21610.2,0.0,34
270,Sacramento County Landfill (Kiefer),156301.36,3,2013,5282.06,0.0,34
272,L and D Landfill,30245.36,4,2013,21316.77,0.0,34
273,Sacramento County Landfill (Kiefer),149196.27,4,2013,5911.69,0.0,34
276,L and D Landfill,30613.83,1,2014,15762.75,0.0,34
277,Sacramento County Landfill (Kiefer),138047.48,1,2014,4695.56,0.0,34
279,L and D Landfill,31343.21,2,2014,15888.6,0.0,34
280,Sacramento County Landfill (Kiefer),150877.86,2,2014,5681.32,0.0,34
282,L and D Landfill,35460.69,3,2014,15602.15,0.0,34
283,Sacramento County Landfill (Kiefer),149242.81,3,2014,4410.52,0.0,34
285,L and D Landfill,41675.46,4,2014,16447.83,0.0,34
286,Sacramento County Landfill (Kiefer),155073.33,4,2014,6640.71,0.0,34
289,L and D Landfill,51433.31,1,2015,16754.25,0.0,34
290,Sacramento County Landfill (Kiefer),153778.26,1,2015,5365.58,0.0,34
292,L and D Landfill,42028.98,2,2015,17103.62,0.0,34
293,Sacramento County Landfill (Kiefer),162827.1,2,2015,5449.72,0.0,34
295,L and D Landfill,54291.5,3,2015,17611.88,0.0,34
296,Sacramento County Landfill (Kiefer),159226.39,3,2015,4450.68,0.0,34
298,L and D Landfill,45364.7,4,2015,21668.16,0.0,34
299,Sacramento County Landfill (Kiefer),155484.03,4,2015,6047.63,0.0,34
302,L and D Landfill,41507.63,1,2016,17192.42,0.0,34
303,Sacramento County Landfill (Kiefer),165671.97,1,2016,6418.6,0.0,34
305,L and D Landfill,53367.42,2,2016,14877.95,0.0,34
306,Sacramento County Landfill (Kiefer),173101.0,2,2016,6897.45,0.0,34
308,L and D Landfill,54829.61,3,2016,19742.61,0.0,34
309,Sacramento County Landfill (Kiefer),173968.69,3,2016,5051.65,0.0,34
311,L and D Landfill,47739.72,4,2016,26012.88,0.0,34
312,Sacramento County Landfill (Kiefer),175461.2,4,2016,7219.42,0.0,34
315,L and D Landfill,55815.3,1,2017,26773.61,0.0,34
316,Sacramento County Landfill (Kiefer),195951.18,1,2017,6862.35,0.0,34
318,L and D Landfill,60336.5,2,2017,29548.76,0.0,34
319,Sacramento County Landfill (Kiefer),197744.35,2,2017,7948.95,0.0,34
321,L and D Landfill,67214.32,3,2017,22921.27,0.0,34
322,Sacramento County Landfill (Kiefer),186800.54,3,2017,4938.33,0.0,34
324,L and D Landfill,59811.91,4,2017,23159.14,0.0,34
325,Sacramento County Landfill (Kiefer),192386.19,4,2017,6171.67,0.0,34
7,John Smith Road Landfill,7580.0,1,1995,0.0,0.0,35
9,John Smith Road Landfill,9653.0,2,1995,0.0,0.0,35
11,John Smith Road Landfill,14098.0,3,1995,0.0,0.0,35
13,John Smith Road Landfill,14402.16,4,1995,0.0,0.0,35
16,John Smith Road Landfill,14849.01,1,1996,0.0,0.0,35
18,John Smith Road Landfill,16567.5,2,1996,0.0,0.0,35
20,John Smith Road Landfill,18630.0,3,1996,0.0,0.0,35
22,John Smith Road Landfill,22026.0,4,1996,0.0,0.0,35
25,John Smith Road Landfill,26347.0,1,1997,0.0,0.0,35
27,John Smith Road Landfill,32042.51,2,1997,0.0,0.0,35
29,John Smith Road Landfill,28888.0,3,1997,0.0,0.0,35
31,John Smith Road Landfill,19037.07,4,1997,0.0,0.0,35
34,John Smith Road Landfill,17955.59,1,1998,0.0,0.0,35
36,John Smith Road Landfill,24299.57,2,1998,0.0,0.0,35
38,John Smith Road Landfill,23649.09,3,1998,0.0,0.0,35
40,John Smith Road Landfill,16870.85,4,1998,0.0,0.0,35
43,John Smith Road Landfill,25046.23,1,1999,0.0,0.0,35
45,John Smith Road Landfill,21490.75,2,1999,0.0,0.0,35
47,John Smith Road Landfill,18620.18,3,1999,0.0,0.0,35
49,John Smith Road Landfill,15663.51,4,1999,0.0,0.0,35
52,John Smith Road Landfill,14218.66,1,2000,0.0,0.0,35
54,John Smith Road Landfill,16422.4,2,2000,0.0,0.0,35
56,John Smith Road Landfill,18003.82,3,2000,0.0,0.0,35
58,John Smith Road Landfill,15865.33,4,2000,0.0,0.0,35
61,John Smith Road Landfill,15049.95,1,2001,0.0,0.0,35
63,John Smith Road Landfill,17071.4,2,2001,0.0,0.0,35
65,John Smith Road Landfill,15672.48,3,2001,0.0,0.0,35
67,John Smith Road Landfill,14491.77,4,2001,0.0,0.0,35
70,John Smith Road Landfill,12385.61,1,2002,0.0,0.0,35
72,John Smith Road Landfill,15724.75,2,2002,0.0,0.0,35
74,John Smith Road Landfill,17960.96,3,2002,0.0,0.0,35
76,John Smith Road Landfill,14738.58,4,2002,0.0,0.0,35
79,John Smith Road Landfill,11898.1,1,2003,0.0,0.0,35
81,John Smith Road Landfill,15104.17,2,2003,0.0,0.0,35
83,John Smith Road Landfill,14842.9,3,2003,0.0,0.0,35
85,John Smith Road Landfill,12912.8,4,2003,0.0,0.0,35
88,John Smith Road Landfill,13263.29,1,2004,0.0,0.0,35
90,John Smith Road Landfill,15159.2,2,2004,0.0,0.0,35
92,John Smith Road Landfill,15054.96,3,2004,0.0,0.0,35
94,John Smith Road Landfill,12751.46,4,2004,0.0,0.0,35
97,John Smith Road Landfill,15184.75,1,2005,0.0,0.0,35
99,John Smith Road Landfill,21136.83,2,2005,0.0,0.0,35
101,John Smith Road Landfill,21557.87,3,2005,0.0,0.0,35
103,John Smith Road Landfill,19618.08,4,2005,0.0,0.0,35
106,John Smith Road Landfill,25301.7,1,2006,0.0,0.0,35
108,John Smith Road Landfill,22705.1,2,2006,0.0,0.0,35
110,John Smith Road Landfill,22980.0,3,2006,0.0,0.0,35
112,John Smith Road Landfill,18616.99,4,2006,0.0,0.0,35
115,John Smith Road Landfill,20160.16,1,2007,0.0,0.0,35
117,John Smith Road Landfill,24708.68,2,2007,0.0,0.0,35
119,John Smith Road Landfill,24450.89,3,2007,0.0,0.0,35
121,John Smith Road Landfill,20813.0,4,2007,0.0,0.0,35
124,John Smith Road Landfill,24896.96,1,2008,0.0,0.0,35
126,John Smith Road Landfill,25766.0,2,2008,0.0,0.0,35
128,John Smith Road Landfill,24076.98,3,2008,0.0,0.0,35
130,John Smith Road Landfill,18371.0,4,2008,0.0,0.0,35
133,John Smith Road Landfill,19746.0,1,2009,0.0,0.0,35
135,John Smith Road Landfill,27413.0,2,2009,0.0,0.0,35
137,John Smith Road Landfill,25663.0,3,2009,0.0,0.0,35
139,John Smith Road Landfill,17208.01,4,2009,0.0,0.0,35
142,John Smith Road Landfill,24091.0,1,2010,0.0,0.0,35
144,John Smith Road Landfill,29263.01,2,2010,0.0,0.0,35
146,John Smith Road Landfill,22664.0,3,2010,0.0,0.0,35
148,John Smith Road Landfill,15371.0,4,2010,0.0,0.0,35
151,John Smith Road Landfill,16720.99,1,2011,0.0,0.0,35
153,John Smith Road Landfill,19560.99,2,2011,0.0,0.0,35
155,John Smith Road Landfill,22417.5,3,2011,0.0,0.0,35
157,John Smith Road Landfill,23832.61,4,2011,0.0,0.0,35
160,John Smith Road Landfill,22448.02,1,2012,0.0,0.0,35
162,John Smith Road Landfill,25297.36,2,2012,0.0,0.0,35
164,John Smith Road Landfill,23891.51,3,2012,0.0,0.0,35
166,John Smith Road Landfill,20923.0,4,2012,0.0,0.0,35
169,John Smith Road Landfill,24215.81,1,2013,0.0,0.0,35
171,John Smith Road Landfill,26912.47,2,2013,0.0,0.0,35
173,John Smith Road Landfill,36236.08,3,2013,0.0,0.0,35
175,John Smith Road Landfill,36948.12,4,2013,0.0,0.0,35
178,John Smith Road Landfill,30582.55,1,2014,0.0,0.0,35
180,John Smith Road Landfill,37636.4,2,2014,0.0,0.0,35
182,John Smith Road Landfill,59811.87,3,2014,0.0,0.0,35
184,John Smith Road Landfill,58538.65,4,2014,0.0,0.0,35
187,John Smith Road Landfill,62763.49,1,2015,1463.27,0.0,35
189,John Smith Road Landfill,66995.81,2,2015,1463.27,0.0,35
191,John Smith Road Landfill,67389.47,3,2015,1463.27,0.0,35
193,John Smith Road Landfill,60743.25,4,2015,1463.27,0.0,35
196,John Smith Road Landfill,61526.3,1,2016,2216.62,0.0,35
198,John Smith Road Landfill,67574.0,2,2016,1206.9,0.0,35
200,John Smith Road Landfill,75343.19,3,2016,1206.9,0.0,35
202,John Smith Road Landfill,67861.18,4,2016,1690.48,0.0,35
205,John Smith Road Landfill,67624.0,1,2017,65.61,0.0,35
207,John Smith Road Landfill,74310.01,2,2017,15.24,0.0,35
209,John Smith Road Landfill,76753.83,3,2017,15.24,0.0,35
211,John Smith Road Landfill,71869.89,4,2017,2426.11,0.0,35
7,Apple Valley Disposal Site,6977.21,1,1995,8488.18,0.0,36
8,Baker Refuse Disposal Site,201.0,1,1995,8488.18,0.0,36
9,Barstow Sanitary Landfill,9687.42,1,1995,8488.18,0.0,36
10,Big Bear Refuse Disposal Site,5711.61,1,1995,8488.18,0.0,36
11,California Street Landfill,13655.0,1,1995,8488.18,0.0,36
12,Colton Sanitary Landfill,70569.9,1,1995,8488.18,0.0,36
13,Hesperia Refuse Disposal Site,10475.16,1,1995,8488.18,0.0,36
14,Landers Sanitary Landfill,5235.82,1,1995,8488.18,0.0,36
15,Lenwood-Hinkley Refuse Disposal Site,965.44,1,1995,8488.18,0.0,36
16,Metro Water Dist - Iron Mountain,7.0,1,1995,8488.18,0.0,36
17,Mid-Valley Sanitary Landfill,78209.44,1,1995,8488.18,0.0,36
18,Milliken Sanitary Landfill,92060.71,1,1995,8488.18,0.0,36
19,Morongo Disposal Site,1595.41,1,1995,8488.18,0.0,36
20,Phelan Refuse Disposal Site,4792.94,1,1995,8488.18,0.0,36
21,San Timoteo Sanitary Landfill,29457.96,1,1995,8488.18,0.0,36
22,Trona-Argus Refuse Disposal Site,1098.0,1,1995,8488.18,0.0,36
23,Twentynine Palms Disposal Site,4035.64,1,1995,8488.18,0.0,36
24,Victorville Sanitary Landfill,22763.85,1,1995,8488.18,0.0,36
25,Yermo Disposal Site,213.0,1,1995,8488.18,0.0,36
27,Apple Valley Disposal Site,8267.94,2,1995,8488.18,0.0,36
28,Baker Refuse Disposal Site,201.0,2,1995,8488.18,0.0,36
29,Barstow Sanitary Landfill,10419.56,2,1995,8488.18,0.0,36
30,Big Bear Refuse Disposal Site,8434.41,2,1995,8488.18,0.0,36
31,California Street Landfill,14742.0,2,1995,8488.18,0.0,36
32,Colton Sanitary Landfill,60841.22,2,1995,8488.18,0.0,36
33,Hesperia Refuse Disposal Site,13031.91,2,1995,8488.18,0.0,36
34,Landers Sanitary Landfill,6101.84,2,1995,8488.18,0.0,36
35,Lenwood-Hinkley Refuse Disposal Site,1611.81,2,1995,8488.18,0.0,36
36,Metro Water Dist - Iron Mountain,6.0,2,1995,8488.18,0.0,36
37,Mid-Valley Sanitary Landfill,65428.21,2,1995,8488.18,0.0,36
38,Milliken Sanitary Landfill,95972.3,2,1995,8488.18,0.0,36
39,Morongo Disposal Site,1850.93,2,1995,8488.18,0.0,36
40,Phelan Refuse Disposal Site,5208.69,2,1995,8488.18,0.0,36
41,San Timoteo Sanitary Landfill,31913.24,2,1995,8488.18,0.0,36
42,Trona-Argus Refuse Disposal Site,1098.0,2,1995,8488.18,0.0,36
43,Twentynine Palms Disposal Site,4603.3,2,1995,8488.18,0.0,36
44,Victorville Sanitary Landfill,23750.34,2,1995,8488.18,0.0,36
45,Yermo Disposal Site,213.0,2,1995,8488.18,0.0,36
47,Apple Valley Disposal Site,7235.79,3,1995,8488.18,0.0,36
48,Baker Refuse Disposal Site,75.0,3,1995,8488.18,0.0,36
49,Barstow Sanitary Landfill,8577.41,3,1995,8488.18,0.0,36
50,Big Bear Refuse Disposal Site,8421.83,3,1995,8488.18,0.0,36
51,California Street Landfill,13114.0,3,1995,8488.18,0.0,36
52,Colton Sanitary Landfill,61496.92,3,1995,8488.18,0.0,36
53,Hesperia Refuse Disposal Site,12509.34,3,1995,8488.18,0.0,36
54,Landers Sanitary Landfill,5295.61,3,1995,8488.18,0.0,36
55,Lenwood-Hinkley Refuse Disposal Site,1106.43,3,1995,8488.18,0.0,36
56,Metro Water Dist - Iron Mountain,5.0,3,1995,8488.18,0.0,36
57,Mid-Valley Sanitary Landfill,61912.14,3,1995,8488.18,0.0,36
58,Milliken Sanitary Landfill,105646.86,3,1995,8488.18,0.0,36
59,Morongo Disposal Site,1677.12,3,1995,8488.18,0.0,36
60,Phelan Refuse Disposal Site,4824.36,3,1995,8488.18,0.0,36
61,San Timoteo Sanitary Landfill,31409.63,3,1995,8488.18,0.0,36
62,Trona-Argus Refuse Disposal Site,702.0,3,1995,8488.18,0.0,36
63,Twentynine Palms Disposal Site,4803.13,3,1995,8488.18,0.0,36
64,Victorville Sanitary Landfill,23361.4,3,1995,8488.18,0.0,36
65,Yermo Disposal Site,399.0,3,1995,8488.18,0.0,36
67,Apple Valley Disposal Site,6620.45,4,1995,8488.18,0.0,36
68,Baker Refuse Disposal Site,75.0,4,1995,8488.18,0.0,36
69,Barstow Sanitary Landfill,8216.3,4,1995,8488.18,0.0,36
70,Big Bear Refuse Disposal Site,6527.47,4,1995,8488.18,0.0,36
71,California Street Landfill,11709.0,4,1995,8488.18,0.0,36
72,Colton Sanitary Landfill,60909.9,4,1995,8488.18,0.0,36
73,Hesperia Refuse Disposal Site,11942.15,4,1995,8488.18,0.0,36
74,Landers Sanitary Landfill,5734.26,4,1995,8488.18,0.0,36
75,Lenwood-Hinkley Refuse Disposal Site,1410.36,4,1995,8488.18,0.0,36
76,Mid-Valley Sanitary Landfill,60218.06,4,1995,8488.18,0.0,36
77,Milliken Sanitary Landfill,106692.77,4,1995,8488.18,0.0,36
78,Morongo Disposal Site,1881.66,4,1995,8488.18,0.0,36
79,Phelan Refuse Disposal Site,4201.68,4,1995,8488.18,0.0,36
80,San Timoteo Sanitary Landfill,28692.31,4,1995,8488.18,0.0,36
81,Trona-Argus Refuse Disposal Site,702.0,4,1995,8488.18,0.0,36
82,Twentynine Palms Disposal Site,3911.95,4,1995,8488.18,0.0,36
83,Victorville Sanitary Landfill,22689.47,4,1995,8488.18,0.0,36
84,Yermo Disposal Site,281.0,4,1995,8488.18,0.0,36
87,Apple Valley Disposal Site,6105.4,1,1996,10698.0,0.0,36
88,Baker Refuse Disposal Site,75.0,1,1996,10698.0,0.0,36
89,Barstow Sanitary Landfill,8139.76,1,1996,10698.0,0.0,36
90,Big Bear Refuse Disposal Site,5475.82,1,1996,10698.0,0.0,36
91,California Street Landfill,10316.0,1,1996,10698.0,0.0,36
92,Colton Sanitary Landfill,59364.61,1,1996,10698.0,0.0,36
93,Hesperia Refuse Disposal Site,11380.9,1,1996,10698.0,0.0,36
94,Landers Sanitary Landfill,5805.42,1,1996,10698.0,0.0,36
95,Lenwood-Hinkley Refuse Disposal Site,1246.31,1,1996,10698.0,0.0,36
96,Mid-Valley Sanitary Landfill,61695.44,1,1996,10698.0,0.0,36
97,Milliken Sanitary Landfill,103713.08,1,1996,10698.0,0.0,36
98,Morongo Disposal Site,1675.07,1,1996,10698.0,0.0,36
99,Phelan Refuse Disposal Site,4412.8,1,1996,10698.0,0.0,36
100,San Timoteo Sanitary Landfill,31536.65,1,1996,10698.0,0.0,36
101,Trona-Argus Refuse Disposal Site,702.0,1,1996,10698.0,0.0,36
102,Twentynine Palms Disposal Site,5225.17,1,1996,10698.0,0.0,36
103,Victorville Sanitary Landfill,22694.15,1,1996,10698.0,0.0,36
104,Yermo Disposal Site,45.0,1,1996,10698.0,0.0,36
106,Apple Valley Disposal Site,7159.54,2,1996,10777.28,0.0,36
107,Baker Refuse Disposal Site,75.0,2,1996,10777.28,0.0,36
108,Barstow Sanitary Landfill,9586.64,2,1996,10777.28,0.0,36
109,Big Bear Refuse Disposal Site,7050.96,2,1996,10777.28,0.0,36
110,California Street Landfill,9167.0,2,1996,10777.28,0.0,36
111,Colton Sanitary Landfill,60042.3,2,1996,10777.28,0.0,36
112,Hesperia Refuse Disposal Site,12773.62,2,1996,10777.28,0.0,36
113,Landers Sanitary Landfill,5733.41,2,1996,10777.28,0.0,36
114,Lenwood-Hinkley Refuse Disposal Site,1602.88,2,1996,10777.28,0.0,36
115,Mid-Valley Sanitary Landfill,62271.86,2,1996,10777.28,0.0,36
116,Milliken Sanitary Landfill,98050.8,2,1996,10777.28,0.0,36
117,Morongo Disposal Site,1575.76,2,1996,10777.28,0.0,36
118,Phelan Refuse Disposal Site,4849.85,2,1996,10777.28,0.0,36
119,San Timoteo Sanitary Landfill,31783.18,2,1996,10777.28,0.0,36
120,Trona-Argus Refuse Disposal Site,702.0,2,1996,10777.28,0.0,36
121,Twentynine Palms Disposal Site,3747.91,2,1996,10777.28,0.0,36
122,Victorville Sanitary Landfill,24577.8,2,1996,10777.28,0.0,36
123,Yermo Disposal Site,45.0,2,1996,10777.28,0.0,36
125,Apple Valley Disposal Site,6788.2,3,1996,11746.8,0.0,36
126,Baker Refuse Disposal Site,75.0,3,1996,11746.8,0.0,36
127,Barstow Sanitary Landfill,9006.6,3,1996,11746.8,0.0,36
128,Big Bear Refuse Disposal Site,8371.3,3,1996,11746.8,0.0,36
129,California Street Landfill,10707.0,3,1996,11746.8,0.0,36
130,Colton Sanitary Landfill,58312.1,3,1996,11746.8,0.0,36
131,Hesperia Refuse Disposal Site,13065.9,3,1996,11746.8,0.0,36
132,Landers Sanitary Landfill,7332.4,3,1996,11746.8,0.0,36
133,Lenwood-Hinkley Refuse Disposal Site,1325.8,3,1996,11746.8,0.0,36
134,Mid-Valley Sanitary Landfill,63054.0,3,1996,11746.8,0.0,36
135,Milliken Sanitary Landfill,97508.5,3,1996,11746.8,0.0,36
136,Morongo Disposal Site,1448.5,3,1996,11746.8,0.0,36
137,Phelan Refuse Disposal Site,4993.2,3,1996,11746.8,0.0,36
138,San Timoteo Sanitary Landfill,28303.4,3,1996,11746.8,0.0,36
139,Trona-Argus Refuse Disposal Site,702.0,3,1996,11746.8,0.0,36
140,Twentynine Palms Disposal Site,3542.1,3,1996,11746.8,0.0,36
141,USMC - 29 Palms Disposal Facility,933.0,3,1996,11746.8,0.0,36
142,Victorville Sanitary Landfill,24367.6,3,1996,11746.8,0.0,36
143,Yermo Disposal Site,45.0,3,1996,11746.8,0.0,36
145,Apple Valley Disposal Site,6834.4,4,1996,14067.1,0.0,36
146,Baker Refuse Disposal Site,75.0,4,1996,14067.1,0.0,36
147,Barstow Sanitary Landfill,9244.7,4,1996,14067.1,0.0,36
148,Big Bear Refuse Disposal Site,5980.3,4,1996,14067.1,0.0,36
149,California Street Landfill,9762.0,4,1996,14067.1,0.0,36
150,Colton Sanitary Landfill,59306.5,4,1996,14067.1,0.0,36
151,Hesperia Refuse Disposal Site,12601.1,4,1996,14067.1,0.0,36
152,Landers Sanitary Landfill,5141.5,4,1996,14067.1,0.0,36
153,Lenwood-Hinkley Refuse Disposal Site,1560.8,4,1996,14067.1,0.0,36
154,Mid-Valley Sanitary Landfill,74143.2,4,1996,14067.1,0.0,36
155,Milliken Sanitary Landfill,103099.7,4,1996,14067.1,0.0,36
156,Morongo Disposal Site,1530.3,4,1996,14067.1,0.0,36
157,Phelan Refuse Disposal Site,4810.0,4,1996,14067.1,0.0,36
158,San Timoteo Sanitary Landfill,29786.4,4,1996,14067.1,0.0,36
159,Trona-Argus Refuse Disposal Site,702.0,4,1996,14067.1,0.0,36
160,Twentynine Palms Disposal Site,4289.0,4,1996,14067.1,0.0,36
161,USMC - 29 Palms Disposal Facility,766.0,4,1996,14067.1,0.0,36
162,Victorville Sanitary Landfill,23644.6,4,1996,14067.1,0.0,36
163,Yermo Disposal Site,45.0,4,1996,14067.1,0.0,36
166,Apple Valley Disposal Site,3473.1,1,1997,16272.1,0.0,36
167,Baker Refuse Disposal Site,75.0,1,1997,16272.1,0.0,36
168,Barstow Sanitary Landfill,8770.9,1,1997,16272.1,0.0,36
169,Big Bear Refuse Disposal Site,5695.2,1,1997,16272.1,0.0,36
170,California Street Landfill,10003.0,1,1997,16272.1,0.0,36
171,Colton Sanitary Landfill,62349.2,1,1997,16272.1,0.0,36
172,Fort Irwin Sanitary Landfill,2972.0,1,1997,16272.1,0.0,36
173,Hesperia Refuse Disposal Site,12063.8,1,1997,16272.1,0.0,36
174,Holliday Inertwaste Site,227.0,1,1997,16272.1,0.0,36
175,Landers Sanitary Landfill,5899.2,1,1997,16272.1,0.0,36
176,Lenwood-Hinkley Refuse Disposal Site,1188.7,1,1997,16272.1,0.0,36
177,Mid-Valley Sanitary Landfill,58787.1,1,1997,16272.1,0.0,36
178,Milliken Sanitary Landfill,98965.25,1,1997,16272.1,0.0,36
179,Mitsubishi Cement Plant Cushenbury L.F.,120.0,1,1997,16272.1,0.0,36
180,Morongo Disposal Site,1684.8,1,1997,16272.1,0.0,36
181,Phelan Refuse Disposal Site,4641.5,1,1997,16272.1,0.0,36
182,San Timoteo Sanitary Landfill,30692.1,1,1997,16272.1,0.0,36
183,Trona-Argus Refuse Disposal Site,250.0,1,1997,16272.1,0.0,36
184,Twentynine Palms Disposal Site,5186.8,1,1997,16272.1,0.0,36
185,USMC - 29 Palms Disposal Facility,941.0,1,1997,16272.1,0.0,36
186,Victorville Sanitary Landfill,26074.4,1,1997,16272.1,0.0,36
187,Yermo Disposal Site,45.0,1,1997,16272.1,0.0,36
189,Apple Valley Disposal Site,2730.6,2,1997,16153.9,0.0,36
190,Baker Refuse Disposal Site,75.0,2,1997,16153.9,0.0,36
191,Barstow Sanitary Landfill,9544.9,2,1997,16153.9,0.0,36
192,Big Bear Refuse Disposal Site,6826.0,2,1997,16153.9,0.0,36
193,California Street Landfill,10253.0,2,1997,16153.9,0.0,36
194,City Of Rialto Disposal Site,44.0,2,1997,16153.9,0.0,36
195,Colton Sanitary Landfill,61470.7,2,1997,16153.9,0.0,36
196,Fort Irwin Sanitary Landfill,2351.0,2,1997,16153.9,0.0,36
197,Hesperia Refuse Disposal Site,14051.0,2,1997,16153.9,0.0,36
198,Holliday Inertwaste Site,1099.0,2,1997,16153.9,0.0,36
199,Landers Sanitary Landfill,6566.2,2,1997,16153.9,0.0,36
200,Lenwood-Hinkley Refuse Disposal Site,1480.9,2,1997,16153.9,0.0,36
201,Mid-Valley Sanitary Landfill,60200.8,2,1997,16153.9,0.0,36
202,Milliken Sanitary Landfill,108389.0,2,1997,16153.9,0.0,36
203,Mitsubishi Cement Plant Cushenbury L.F.,271.0,2,1997,16153.9,0.0,36
204,Morongo Disposal Site,1332.8,2,1997,16153.9,0.0,36
205,Phelan Refuse Disposal Site,5335.4,2,1997,16153.9,0.0,36
206,San Timoteo Sanitary Landfill,34477.8,2,1997,16153.9,0.0,36
207,Trona-Argus Refuse Disposal Site,250.0,2,1997,16153.9,0.0,36
208,Twentynine Palms Disposal Site,4559.9,2,1997,16153.9,0.0,36
209,USMC - 29 Palms Disposal Facility,1078.0,2,1997,16153.9,0.0,36
210,Victorville Sanitary Landfill,30454.5,2,1997,16153.9,0.0,36
211,Yermo Disposal Site,45.0,2,1997,16153.9,0.0,36
213,Apple Valley Disposal Site,431.0,3,1997,13229.2,0.0,36
214,Baker Refuse Disposal Site,75.0,3,1997,13229.2,0.0,36
215,Barstow Sanitary Landfill,10593.5,3,1997,13229.2,0.0,36
216,Big Bear Refuse Disposal Site,8912.8,3,1997,13229.2,0.0,36
217,California Street Landfill,10523.0,3,1997,13229.2,0.0,36
218,City Of Rialto Disposal Site,38.0,3,1997,13229.2,0.0,36
219,Colton Sanitary Landfill,58508.5,3,1997,13229.2,0.0,36
220,Fort Irwin Sanitary Landfill,2001.1,3,1997,13229.2,0.0,36
221,Hesperia Refuse Disposal Site,2252.0,3,1997,13229.2,0.0,36
222,Holliday Inertwaste Site,1411.0,3,1997,13229.2,0.0,36
223,Landers Sanitary Landfill,6920.9,3,1997,13229.2,0.0,36
224,Lenwood-Hinkley Refuse Disposal Site,216.0,3,1997,13229.2,0.0,36
225,Mid-Valley Sanitary Landfill,62607.9,3,1997,13229.2,0.0,36
226,Milliken Sanitary Landfill,103916.7,3,1997,13229.2,0.0,36
227,Mitsubishi Cement Plant Cushenbury L.F.,75.9,3,1997,13229.2,0.0,36
228,Phelan Refuse Disposal Site,5182.3,3,1997,13229.2,0.0,36
229,San Timoteo Sanitary Landfill,34739.7,3,1997,13229.2,0.0,36
230,Trona-Argus Refuse Disposal Site,250.0,3,1997,13229.2,0.0,36
231,Twentynine Palms Disposal Site,4320.0,3,1997,13229.2,0.0,36
232,USMC - 29 Palms Disposal Facility,1198.0,3,1997,13229.2,0.0,36
233,Victorville Sanitary Landfill,43096.3,3,1997,13229.2,0.0,36
234,Yermo Disposal Site,45.0,3,1997,13229.2,0.0,36
236,Baker Refuse Disposal Site,75.0,4,1997,13843.14,0.0,36
237,Barstow Sanitary Landfill,9966.24,4,1997,13843.14,0.0,36
238,Big Bear Refuse Disposal Site,6609.18,4,1997,13843.14,0.0,36
239,California Street Landfill,10087.0,4,1997,13843.14,0.0,36
240,City Of Rialto Disposal Site,82.0,4,1997,13843.14,0.0,36
